Variable,Measure,Country,Value
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),France,5.73
Associate nurses employed in hospitals,Density per 1 000 population (head counts),France,0.0
Health care assistants employed in hospitals,Density per 1 000 population (head counts),France,3.65
Other health service providers employed in hospitals,Density per 1 000 population (head counts),France,1.03
Other staff employed in hospitals,Density per 1 000 population (head counts),France,6.61
Physicians employed in hospitals,Density per 1 000 population (FTE),France,2.02
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),France,5.31
Associate nurses employed in hospitals,Density per 1 000 population (FTE),France,0.0
Health care assistants employed in hospitals,Density per 1 000 population (FTE),France,3.38
Other health service providers employed in hospitals,Density per 1 000 population (FTE),France,0.79
Other staff employed in hospitals,Density per 1 000 population (FTE),France,6.06
Physicians employed in hospitals,Density per 1 000 population (head counts),Germany,2.48
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Germany,6.22
Associate nurses employed in hospitals,Density per 1 000 population (head counts),Germany,0.72
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Germany,3.88
Other staff employed in hospitals,Density per 1 000 population (head counts),Germany,3.8
Physicians employed in hospitals,Density per 1 000 population (FTE),Germany,2.12
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),Germany,4.72
Associate nurses employed in hospitals,Density per 1 000 population (FTE),Germany,0.54
Other health service providers employed in hospitals,Density per 1 000 population (FTE),Germany,2.33
Other staff employed in hospitals,Density per 1 000 population (FTE),Germany,2.92
Physicians employed in hospitals,Density per 1 000 population (head counts),Italy,2.3
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Italy,4.48
Associate nurses employed in hospitals,Density per 1 000 population (head counts),Italy,0.0
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Italy,1.25
Other staff employed in hospitals,Density per 1 000 population (head counts),Italy,2.69
Physicians employed in hospitals,Density per 1 000 population (head counts),Netherlands,1.35
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Netherlands,4.43
Health care assistants employed in hospitals,Density per 1 000 population (head counts),Netherlands,1.05
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Netherlands,8.03
Physicians employed in hospitals,Density per 1 000 population (FTE),Netherlands,1.26
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),Netherlands,3.45
Health care assistants employed in hospitals,Density per 1 000 population (FTE),Netherlands,0.75
Other health service providers employed in hospitals,Density per 1 000 population (FTE),Netherlands,6.11
Physicians employed in hospitals,Density per 1 000 population (head counts),New Zealand,1.94
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),New Zealand,5.96
Associate nurses employed in hospitals,Density per 1 000 population (head counts),New Zealand,0.19
Health care assistants employed in hospitals,Density per 1 000 population (head counts),New Zealand,0.86
Other health service providers employed in hospitals,Density per 1 000 population (head counts),New Zealand,3.23
Other staff employed in hospitals,Density per 1 000 population (head counts),New Zealand,3.09
Physicians employed in hospitals,Density per 1 000 population (FTE),New Zealand,1.75
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),New Zealand,4.83
Associate nurses employed in hospitals,Density per 1 000 population (FTE),New Zealand,0.15
Health care assistants employed in hospitals,Density per 1 000 population (FTE),New Zealand,0.7
Other health service providers employed in hospitals,Density per 1 000 population (FTE),New Zealand,2.72
Other staff employed in hospitals,Density per 1 000 population (FTE),New Zealand,2.72
Physicians employed in hospitals,Density per 1 000 population (head counts),Norway,2.69
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Norway,9.15
Health care assistants employed in hospitals,Density per 1 000 population (head counts),Norway,1.82
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Norway,3.28
Other staff employed in hospitals,Density per 1 000 population (head counts),Norway,4.88
Physicians employed in hospitals,Density per 1 000 population (FTE),Norway,2.66
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),Norway,8.11
Health care assistants employed in hospitals,Density per 1 000 population (FTE),Norway,1.46
Other health service providers employed in hospitals,Density per 1 000 population (FTE),Norway,2.81
Other staff employed in hospitals,Density per 1 000 population (FTE),Norway,4.03
Physicians employed in hospitals,Density per 1 000 population (head counts),Switzerland,3.33
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Switzerland,7.55
Associate nurses employed in hospitals,Density per 1 000 population (head counts),Switzerland,1.44
Health care assistants employed in hospitals,Density per 1 000 population (head counts),Switzerland,1.67
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Switzerland,3.96
Other staff employed in hospitals,Density per 1 000 population (head counts),Switzerland,7.81
Physicians employed in hospitals,Density per 1 000 population (FTE),Switzerland,2.72
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),Switzerland,5.73
Associate nurses employed in hospitals,Density per 1 000 population (FTE),Switzerland,1.17
Health care assistants employed in hospitals,Density per 1 000 population (FTE),Switzerland,1.17
Other health service providers employed in hospitals,Density per 1 000 population (FTE),Switzerland,2.98
Other staff employed in hospitals,Density per 1 000 population (FTE),Switzerland,6.15
Physicians employed in hospitals,Density per 1 000 population (head counts),United Kingdom,2.16
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),United Kingdom,6.32
Associate nurses employed in hospitals,Density per 1 000 population (head counts),United Kingdom,1.26
Health care assistants employed in hospitals,Density per 1 000 population (head counts),United Kingdom,1.44
Other health service providers employed in hospitals,Density per 1 000 population (head counts),United Kingdom,7.72
Other staff employed in hospitals,Density per 1 000 population (head counts),United Kingdom,4.21
Physicians employed in hospitals,Density per 1 000 population (FTE),United Kingdom,2.03
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),United Kingdom,5.61
Associate nurses employed in hospitals,Density per 1 000 population (FTE),United Kingdom,1.1
Health care assistants employed in hospitals,Density per 1 000 population (FTE),United Kingdom,1.25
Other health service providers employed in hospitals,Density per 1 000 population (FTE),United Kingdom,6.7
Other staff employed in hospitals,Density per 1 000 population (FTE),United Kingdom,3.73
Physicians employed in hospitals,Density per 1 000 population (head counts),Israel,2.08
Professional nurses and midwives employed in hospitals,Density per 1 000 population (head counts),Israel,2.98
Associate nurses employed in hospitals,Density per 1 000 population (head counts),Israel,0.09
Health care assistants employed in hospitals,Density per 1 000 population (head counts),Israel,0.18
Other health service providers employed in hospitals,Density per 1 000 population (head counts),Israel,1.59
Other staff employed in hospitals,Density per 1 000 population (head counts),Israel,3.39
Physicians employed in hospitals,Density per 1 000 population (FTE),Israel,2.25
Professional nurses and midwives employed in hospitals,Density per 1 000 population (FTE),Israel,2.85
Associate nurses employed in hospitals,Density per 1 000 population (FTE),Israel,0.08
Health care assistants employed in hospitals,Density per 1 000 population (FTE),Israel,0.14
Other health service providers employed in hospitals,Density per 1 000 population (FTE),Israel,1.41
Other staff employed in hospitals,Density per 1 000 population (FTE),Israel,2.93
Remuneration of specialists,"Self-employed, annual income, NCU at 2015 GDP price level",Australia,276369.69
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",Israel,571499.77
Remuneration of general practitioners,"Salaried, annual income, NCU at 2015 GDP price level",United Kingdom,54148.34
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Norway,542036.42
Remuneration of general practitioners,"Self-employed, annual income, NCU at 2015 GDP price level",Israel,375735.52
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Netherlands,52544.19
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Canada,70581.03
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",Germany,132981.0
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",New Zealand,79642.57
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",Sweden,903145.53
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Switzerland,75422.76
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Israel,226302.99
Remuneration of specialists,"Self-employed, annual income, NCU at 2015 GDP price level",Israel,626529.44
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",Italy,67823.23
Remuneration of general practitioners,"Self-employed, annual income, NCU at 2015 GDP price level",Australia,132249.89
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",United Kingdom,33936.6
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",New Zealand,193433.98
Remuneration of general practitioners,"Salaried, annual income, NCU at 2015 GDP price level",Netherlands,104240.55
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",Italy,28099.24
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",United Kingdom,108669.01
Remuneration of hospital nurses,"Salaried, annual income, NCU at 2015 GDP price level",United States,73996.23
Remuneration of specialists,"Salaried, annual income, NCU at 2015 GDP price level",Norway,967807.56
Remuneration of general practitioners,"Salaried, annual income, NCU at 2015 GDP price level",Israel,265568.3
